InvoiceNo,CustomerID,InvoiceDate,Quantity,UnitPrice,TotalAmount
INV10369,CUST1059,2026-09-14 14:35:34.874876,7,7.51,52.57
INV10370,CUST1173,2026-09-12 14:35:34.874878,6,60.85,365.1
INV10371,CUST1144,2026-09-17 14:35:34.874880,1,53.06,53.06
INV10372,CUST1092,2026-09-13 14:35:34.874881,7,8.23,57.61
INV10373,CUST1052,2026-07-12 14:35:34.874883,7,31.96,223.72
INV10374,CUST1007,2026-09-14 14:35:34.874885,9,11.07,99.63
INV10375,CUST1078,2026-08-26 14:35:34.874887,1,234.89,234.89
INV10376,CUST1026,2026-05-30 14:35:34.874888,2,10.07,20.14
INV10377,CUST1173,2026-09-17 14:35:34.874890,9,12.25,110.25
INV10378,CUST1049,2026-06-09 14:35:34.874892,9,1.68,15.12
INV10379,CUST1198,2026-08-30 14:35:34.874894,6,3.28,19.68
INV10380,CUST1130,2026-09-11 14:35:34.874896,6,60.89,365.34000000000003
INV10381,CUST1092,2026-07-09 14:35:34.874897,4,8.12,32.48
INV10382,CUST1191,2026-07-21 14:35:34.874899,4,31.01,124.04
INV10383,CUST1171,2026-05-16 14:35:34.874901,5,17.88,89.39999999999999
INV10384,CUST1180,2026-07-01 14:35:34.874903,3,24.67,74.01
INV10385,CUST1023,2026-06-13 14:35:34.874904,1,355.14,355.14
INV10386,CUST1059,2026-08-30 14:35:34.874906,1,13.31,13.31
INV10387,CUST1121,2026-09-07 14:35:34.874908,7,24.79,173.53
INV10388,CUST1130,2026-06-27 14:35:34.874910,1,506.13,506.13
INV10389,CUST1147,2026-06-12 14:35:34.874911,1,133.2,133.2
INV10390,CUST1045,2025-12-13 14:35:34.874913,3,141.42,424.26
INV10391,CUST1014,2026-08-18 14:35:34.874915,4,4.51,18.04
INV10392,CUST1152,2026-08-22 14:35:34.874917,4,22.85,91.4
INV10393,CUST1198,2026-06-21 14:35:34.874919,2,27.6,55.2
INV10394,CUST1016,2026-08-24 14:35:34.874920,1,206.86,206.86
INV10395,CUST1125,2026-04-11 14:35:34.874922,3,202.29,606.87
INV10396,CUST1083,2026-05-24 14:35:34.874924,4,13.62,54.48
INV10397,CUST1008,2026-08-16 14:35:34.874926,3,56.42,169.26
INV10398,CUST1165,2026-06-27 14:35:34.874927,8,5.39,43.12
INV10399,CUST1175,2026-06-26 14:35:34.874929,1,134.98,134.98
INV10400,CUST1187,2026-09-12 14:35:34.874931,2,51.76,103.52
INV10401,CUST1062,2026-05-02 14:35:34.874934,7,78.05,546.35
INV10402,CUST1116,2026-08-07 14:35:34.874935,4,37.67,150.68
INV10403,CUST1129,2026-06-05 14:35:34.874937,8,9.31,74.48
INV10404,CUST1087,2026-08-26 14:35:34.874939,3,9.39,28.17
INV10405,CUST1071,2026-05-06 14:35:34.874942,6,5.77,34.62
INV10406,CUST1138,2026-08-20 14:35:34.874944,9,5.37,48.33
INV10407,CUST1063,2026-09-18 14:35:34.874946,1,53.35,53.35
INV10408,CUST1071,2026-04-30 14:35:34.874948,1,295.19,295.19
INV10409,CUST1020,2026-09-13 14:35:34.874950,8,16.7,133.6
INV10410,CUST1017,2026-08-26 14:35:34.874952,3,40.39,121.17
INV10411,CUST1063,2026-03-23 14:35:34.874954,5,5.66,28.3
INV10412,CUST1081,2026-03-22 14:35:34.874956,1,305.07,305.07
INV10413,CUST1109,2026-07-29 14:35:34.874958,5,40.49,202.45000000000002
INV10414,CUST1094,2026-07-21 14:35:34.874959,6,3.42,20.52
INV10415,CUST1165,2026-08-14 14:35:34.874961,8,24.32,194.56
INV10416,CUST1031,2026-08-29 14:35:34.874963,3,42.55,127.64999999999999
INV10417,CUST1010,2026-08-26 14:35:34.874965,3,7.6,22.799999999999997
INV10418,CUST1044,2026-07-14 14:35:34.874967,9,11.33,101.97
INV10419,CUST1032,2026-06-27 14:35:34.874969,4,27.36,109.44
INV10420,CUST1101,2026-06-16 14:35:34.874970,4,9.3,37.2
INV10421,CUST1168,2026-06-17 14:35:34.874972,7,63.85,446.95
INV10422,CUST1135,2026-09-13 14:35:34.874974,2,147.27,294.54
INV10423,CUST1010,2026-08-09 14:35:34.874976,8,21.98,175.84
INV10424,CUST1178,2026-09-15 14:35:34.874978,6,17.18,103.08
INV10425,CUST1087,2026-08-02 14:35:34.874979,3,29.86,89.58
INV10426,CUST1040,2026-08-15 14:35:34.874981,9,18.65,167.85
INV10427,CUST1144,2026-05-10 14:35:34.874985,5,25.65,128.25
INV10428,CUST1075,2026-08-24 14:35:34.874986,8,2.46,19.68
INV10429,CUST1120,2026-09-11 14:35:34.874988,7,16.82,117.74000000000001
INV10430,CUST1045,2026-09-09 14:35:34.874990,8,32.04,256.32
INV10431,CUST1159,2026-06-24 14:35:34.874992,7,14.6,102.2
INV10432,CUST1079,2026-07-23 14:35:34.874993,3,6.0,18.0
INV10433,CUST1053,2026-09-12 14:35:34.874995,2,120.73,241.46
INV10434,CUST1085,2026-09-13 14:35:34.874997,7,6.25,43.75
INV10435,CUST1091,2026-07-08 14:35:34.874999,3,18.3,54.900000000000006
INV10436,CUST1147,2026-09-14 14:35:34.875000,3,12.33,36.99
INV10437,CUST1160,2026-06-07 14:35:34.875002,2,35.06,70.12
INV10438,CUST1167,2026-07-07 14:35:34.875004,4,55.51,222.04
INV10439,CUST1159,2026-09-13 14:35:34.875006,8,14.99,119.92
INV10440,CUST1096,2026-09-13 14:35:34.875008,1,44.39,44.39
INV10441,CUST1001,2026-01-03 14:35:34.875009,1,325.35,325.35
INV10442,CUST1032,2026-08-21 14:35:34.875011,5,65.5,327.5
INV10443,CUST1157,2026-08-22 14:35:34.875013,5,63.34,316.70000000000005
INV10444,CUST1160,2026-06-10 14:35:34.875015,1,50.93,50.93
INV10445,CUST1076,2026-03-26 14:35:34.875017,6,16.67,100.02000000000001
INV10446,CUST1115,2026-01-05 14:35:34.875018,1,639.85,639.85
INV10447,CUST1153,2026-06-27 14:35:34.875020,5,46.35,231.75
INV10448,CUST1149,2026-08-21 14:35:34.875022,9,1.57,14.13
INV10449,CUST1102,2026-09-13 14:35:34.875024,5,4.02,20.099999999999998
INV10450,CUST1193,2026-06-20 14:35:34.875026,6,17.25,103.5
INV10451,CUST1165,2026-07-31 14:35:34.875027,8,46.24,369.92
INV10452,CUST1102,2026-08-16 14:35:34.875029,1,126.06,126.06
INV10453,CUST1089,2026-04-29 14:35:34.875031,2,56.66,113.32
INV10454,CUST1173,2026-09-11 14:35:34.875033,9,2.97,26.73
INV10455,CUST1121,2026-08-09 14:35:34.875034,3,56.8,170.39999999999998
INV10456,CUST1142,2026-09-18 14:35:34.875036,6,44.83,268.98
INV10457,CUST1105,2026-08-12 14:35:34.875039,5,16.36,81.8
INV10458,CUST1118,2026-09-15 14:35:34.875041,2,117.08,234.16
INV10459,CUST1171,2026-09-11 14:35:34.875042,7,72.95,510.65000000000003
INV10460,CUST1048,2026-09-11 14:35:34.875044,4,11.04,44.16
INV10461,CUST1103,2026-07-18 14:35:34.875046,1,121.14,121.14
INV10462,CUST1060,2026-06-28 14:35:34.875048,4,15.19,60.76
INV10463,CUST1194,2026-07-28 14:35:34.875050,6,41.03,246.18
INV10464,CUST1122,2026-03-06 14:35:34.875051,7,19.9,139.29999999999998
INV10465,CUST1133,2026-08-21 14:35:34.875053,7,23.0,161.0
INV10466,CUST1008,2026-08-29 14:35:34.875055,7,35.69,249.82999999999998
INV10467,CUST1005,2026-05-20 14:35:34.875057,3,28.54,85.62
INV10468,CUST1072,2026-09-03 14:35:34.875059,6,63.32,379.92
INV10469,CUST1102,2026-03-04 14:35:34.875060,8,15.53,124.24
INV10470,CUST1159,2026-09-18 14:35:34.875062,4,8.95,35.8
INV10471,CUST1040,2026-02-20 14:35:34.875064,8,23.57,188.56
INV10472,CUST1113,2026-09-16 14:35:34.875066,2,123.22,246.44
INV10473,CUST1007,2026-05-08 14:35:34.875067,9,7.46,67.14
INV10474,CUST1071,2026-08-04 14:35:34.875069,9,33.55,301.95
INV10475,CUST1177,2025-11-25 14:35:34.875071,8,45.61,364.88
INV10476,CUST1091,2026-09-14 14:35:34.875073,1,58.63,58.63
INV10477,CUST1061,2026-08-01 14:35:34.875075,2,312.93,625.86
INV10478,CUST1083,2026-02-21 14:35:34.875076,6,5.46,32.76
INV10479,CUST1061,2026-08-05 14:35:34.875078,5,8.77,43.849999999999994
INV10480,CUST1110,2026-07-21 14:35:34.875080,9,4.5,40.5
INV10481,CUST1126,2026-07-09 14:35:34.875082,5,69.33,346.65
INV10482,CUST1006,2026-08-13 14:35:34.875084,2,84.66,169.32
INV10483,CUST1083,2026-07-21 14:35:34.875085,4,8.69,34.76
INV10484,CUST1131,2026-07-28 14:35:34.875087,9,10.78,97.02
INV10485,CUST1133,2026-05-03 14:35:34.875089,1,153.29,153.29
INV10486,CUST1057,2026-09-16 14:35:34.875091,1,23.07,23.07
INV10487,CUST1021,2026-08-30 14:35:34.875092,7,47.3,331.09999999999997
INV10488,CUST1153,2026-03-22 14:35:34.875094,3,84.71,254.13
INV10489,CUST1126,2026-05-09 14:35:34.875096,2,57.77,115.54
INV10490,CUST1002,2026-08-13 14:35:34.875099,9,58.03,522.27
INV10491,CUST1126,2026-07-22 14:35:34.875101,3,30.38,91.14
INV10492,CUST1040,2026-08-30 14:35:34.875103,2,315.66,631.32
INV10493,CUST1187,2026-09-06 14:35:34.875105,8,21.92,175.36
INV10494,CUST1105,2026-08-12 14:35:34.875106,6,26.84,161.04
INV10495,CUST1013,2026-08-23 14:35:34.875108,6,6.2,37.2
INV10496,CUST1011,2026-07-28 14:35:34.875110,7,47.21,330.47
INV10497,CUST1086,2026-09-14 14:35:34.875112,7,13.38,93.66000000000001
INV10498,CUST1011,2026-02-11 14:35:34.875114,6,6.09,36.54
INV10499,CUST1140,2026-01-04 14:35:34.875115,4,2.98,11.92
INV10500,CUST1024,2026-07-09 14:35:34.875117,9,14.78,133.01999999999998
INV10501,CUST1044,2026-08-03 14:35:34.875119,6,20.4,122.39999999999999
INV10502,CUST1121,2026-08-27 14:35:34.875121,4,50.15,200.6
INV10503,CUST1146,2026-06-10 14:35:34.875123,3,113.81,341.43
INV10504,CUST1054,2026-07-11 14:35:34.875125,4,5.6,22.4
INV10505,CUST1099,2026-09-08 14:35:34.875126,3,69.08,207.24
INV10506,CUST1172,2026-04-26 14:35:34.875128,2,20.56,41.12
INV10507,CUST1135,2026-06-07 14:35:34.875130,5,60.6,303.0
INV10508,CUST1118,2026-03-23 14:35:34.875132,2,133.22,266.44
INV10509,CUST1052,2026-07-03 14:35:34.875133,6,21.12,126.72
INV10510,CUST1182,2026-07-23 14:35:34.875135,3,65.27,195.81
INV10511,CUST1031,2026-08-17 14:35:34.875137,6,11.1,66.6
INV10512,CUST1050,2026-04-10 14:35:34.875139,9,11.73,105.57000000000001
INV10513,CUST1043,2026-05-21 14:35:34.875140,1,268.59,268.59
INV10514,CUST1081,2026-09-16 14:35:34.875142,6,17.04,102.24
INV10515,CUST1197,2026-09-17 14:35:34.875144,9,8.49,76.41
INV10516,CUST1145,2026-08-21 14:35:34.875146,4,28.06,112.24
INV10517,CUST1149,2026-06-11 14:35:34.875148,2,137.13,274.26
INV10518,CUST1036,2025-12-31 14:35:34.875149,4,17.81,71.24
INV10519,CUST1095,2026-09-09 14:35:34.875151,1,38.63,38.63
INV10520,CUST1055,2026-07-26 14:35:34.875153,3,65.58,196.74
INV10521,CUST1104,2026-08-21 14:35:34.875156,9,30.25,272.25
INV10522,CUST1058,2026-02-20 14:35:34.875158,5,5.18,25.9
INV10523,CUST1130,2026-05-31 14:35:34.875160,6,8.52,51.12
INV10524,CUST1155,2026-06-01 14:35:34.875161,3,10.99,32.97
INV10525,CUST1034,2026-08-12 14:35:34.875163,5,14.83,74.15
INV10526,CUST1188,2026-08-17 14:35:34.875165,8,12.47,99.76
INV10527,CUST1092,2026-08-30 14:35:34.875167,6,36.21,217.26
INV10528,CUST1181,2026-09-15 14:35:34.875169,4,41.99,167.96
INV10529,CUST1190,2026-05-21 14:35:34.875170,2,77.75,155.5
INV10530,CUST1096,2026-06-10 14:35:34.875172,9,8.35,75.14999999999999
INV10531,CUST1134,2025-05-16 14:35:34.875174,1,286.25,286.25
INV10532,CUST1075,2025-10-12 14:35:34.875176,1,105.6,105.6
INV10533,CUST1048,2026-08-01 14:35:34.875177,4,147.56,590.24
INV10534,CUST1093,2026-06-23 14:35:34.875179,7,22.98,160.86
INV10535,CUST1158,2026-03-29 14:35:34.875181,1,30.25,30.25
INV10536,CUST1185,2026-05-28 14:35:34.875182,9,19.9,179.1
INV10537,CUST1188,2026-09-01 14:35:34.875184,4,17.24,68.96
INV10538,CUST1023,2026-08-14 14:35:34.875186,3,61.3,183.89999999999998
INV10539,CUST1147,2026-09-10 14:35:34.875188,1,20.83,20.83
INV10540,CUST1036,2026-03-18 14:35:34.875189,4,9.71,38.84
INV10541,CUST1003,2026-07-25 14:35:34.875191,9,33.38,300.42
INV10542,CUST1107,2026-09-03 14:35:34.875193,6,8.11,48.66
INV10543,CUST1125,2026-07-14 14:35:34.875195,6,47.02,282.12
INV10544,CUST1019,2026-07-23 14:35:34.875196,1,59.12,59.12
INV10545,CUST1187,2026-08-23 14:35:34.875198,2,82.23,164.46
INV10546,CUST1151,2026-09-11 14:35:34.875200,6,31.28,187.68
INV10547,CUST1049,2026-07-14 14:35:34.875202,2,58.91,117.82
INV10548,CUST1176,2026-08-05 14:35:34.875203,3,21.55,64.65
INV10549,CUST1178,2026-06-22 14:35:34.875205,4,11.47,45.88
INV10550,CUST1095,2026-08-05 14:35:34.875207,5,3.01,15.049999999999999
INV10551,CUST1104,2026-05-27 14:35:34.875209,9,7.15,64.35000000000001
INV10552,CUST1163,2026-08-01 14:35:34.875210,4,42.21,168.84
INV10553,CUST1116,2026-07-31 14:35:34.875212,9,47.54,427.86
INV10554,CUST1097,2026-05-16 14:35:34.875214,3,105.81,317.43
INV10555,CUST1065,2026-08-19 14:35:34.875216,8,28.49,227.92
INV10556,CUST1078,2026-09-10 14:35:34.875217,1,242.99,242.99
INV10557,CUST1161,2026-09-17 14:35:34.875219,9,19.34,174.06
INV10558,CUST1163,2026-06-26 14:35:34.875221,9,6.14,55.26
INV10559,CUST1005,2026-07-22 14:35:34.875223,2,183.29,366.58
INV10560,CUST1038,2026-07-07 14:35:34.875224,4,44.16,176.64
INV10561,CUST1169,2026-09-04 14:35:34.875226,8,16.66,133.28
INV10562,CUST1114,2026-09-10 14:35:34.875228,7,3.95,27.650000000000002
INV10563,CUST1185,2026-09-18 14:35:34.875230,1,98.87,98.87
INV10564,CUST1124,2026-08-24 14:35:34.875231,5,20.51,102.55000000000001
INV10565,CUST1011,2026-07-27 14:35:34.875233,7,44.27,309.89000000000004
INV10566,CUST1130,2026-08-20 14:35:34.875235,4,32.17,128.68
INV10567,CUST1017,2026-08-15 14:35:34.875237,1,81.8,81.8
INV10568,CUST1039,2026-05-01 14:35:34.875239,9,63.84,574.5600000000001
INV10569,CUST1020,2026-08-24 14:35:34.875240,5,5.52,27.599999999999998
INV10570,CUST1142,2026-08-06 14:35:34.875242,2,46.18,92.36
INV10571,CUST1098,2026-06-19 14:35:34.875244,8,2.05,16.4
INV10572,CUST1025,2026-08-19 14:35:34.875246,2,106.0,212.0
INV10573,CUST1007,2026-07-22 14:35:34.875248,3,128.43,385.29
INV10574,CUST1099,2026-05-23 14:35:34.875249,1,59.28,59.28
INV10575,CUST1086,2026-03-23 14:35:34.875251,2,151.58,303.16
INV10576,CUST1041,2026-09-09 14:35:34.875255,7,8.83,61.81
INV10577,CUST1171,2026-04-15 14:35:34.875257,2,186.24,372.48
INV10578,CUST1013,2026-08-09 14:35:34.875259,6,36.72,220.32
INV10579,CUST1077,2026-09-01 14:35:34.875261,3,85.05,255.14999999999998
INV10580,CUST1001,2026-08-13 14:35:34.875263,4,3.18,12.72
INV10581,CUST1118,2026-01-27 14:35:34.875264,8,62.97,503.76
INV10582,CUST1036,2026-08-09 14:35:34.875266,3,68.19,204.57
INV10583,CUST1068,2026-08-26 14:35:34.875268,6,10.75,64.5
INV10584,CUST1165,2026-07-20 14:35:34.875270,1,275.26,275.26
INV10585,CUST1040,2026-09-02 14:35:34.875272,7,8.51,59.57
INV10586,CUST1061,2026-09-14 14:35:34.875273,8,39.91,319.28
INV10587,CUST1059,2026-09-10 14:35:34.875275,8,3.49,27.92
INV10588,CUST1124,2026-09-10 14:35:34.875277,3,64.15,192.45000000000002
INV10589,CUST1110,2026-09-09 14:35:34.875279,1,126.71,126.71
INV10590,CUST1013,2026-09-10 14:35:34.875280,9,2.8,25.2
INV10591,CUST1083,2026-07-19 14:35:34.875282,6,8.59,51.54
INV10592,CUST1129,2026-09-06 14:35:34.875284,9,1.32,11.88
INV10593,CUST1069,2026-08-24 14:35:34.875287,7,14.98,104.86
INV10594,CUST1144,2026-05-05 14:35:34.875289,1,63.77,63.77
INV10595,CUST1122,2026-08-11 14:35:34.875291,1,146.83,146.83
INV10596,CUST1088,2026-07-14 14:35:34.875292,6,10.49,62.94
INV10597,CUST1027,2026-09-07 14:35:34.875294,5,12.7,63.5
INV10598,CUST1065,2026-09-06 14:35:34.875296,9,23.77,213.93
INV10599,CUST1162,2026-09-16 14:35:34.875298,2,8.7,17.4
INV10600,CUST1004,2026-09-07 14:35:34.875299,8,44.97,359.76
INV10601,CUST1192,2026-08-30 14:35:34.875301,5,59.37,296.84999999999997
INV10602,CUST1167,2026-09-07 14:35:34.875303,2,87.65,175.3
INV10603,CUST1183,2026-09-13 14:35:34.875305,6,24.15,144.89999999999998
INV10604,CUST1163,2026-09-11 14:35:34.875307,8,43.03,344.24
INV10605,CUST1044,2026-08-12 14:35:34.875308,4,10.19,40.76
INV10606,CUST1150,2026-09-05 14:35:34.875310,2,11.17,22.34
INV10607,CUST1046,2026-08-22 14:35:34.875312,5,10.21,51.050000000000004
INV10608,CUST1030,2026-08-07 14:35:34.875314,2,123.7,247.4
INV10609,CUST1138,2026-07-10 14:35:34.875315,2,7.65,15.3
INV10610,CUST1009,2026-09-16 14:35:34.875317,6,23.52,141.12
INV10611,CUST1194,2026-06-14 14:35:34.875319,9,90.94,818.46
INV10612,CUST1117,2026-07-21 14:35:34.875321,4,75.09,300.36
INV10613,CUST1013,2026-09-13 14:35:34.875322,6,20.09,120.53999999999999
INV10614,CUST1079,2026-05-17 14:35:34.875324,7,2.84,19.88
INV10615,CUST1092,2026-04-19 14:35:34.875326,6,46.17,277.02
INV10616,CUST1009,2026-09-15 14:35:34.875328,8,18.38,147.04
INV10617,CUST1075,2026-08-30 14:35:34.875329,4,7.08,28.32
INV10618,CUST1093,2026-06-12 14:35:34.875331,1,24.78,24.78
INV10619,CUST1104,2026-06-28 14:35:34.875333,7,52.94,370.58
INV10620,CUST1000,2026-09-06 14:35:34.875335,3,58.65,175.95
INV10621,CUST1132,2026-09-04 14:35:34.875337,6,45.86,275.15999999999997
INV10622,CUST1019,2026-08-22 14:35:34.875338,2,163.38,326.76
INV10623,CUST1007,2026-08-10 14:35:34.875340,9,15.25,137.25
INV10624,CUST1170,2026-07-23 14:35:34.875342,1,119.3,119.3
INV10625,CUST1000,2026-08-22 14:35:34.875344,6,15.74,94.44
INV10626,CUST1056,2026-08-12 14:35:34.875346,6,11.2,67.19999999999999
INV10627,CUST1063,2026-06-28 14:35:34.875348,5,19.11,95.55
INV10628,CUST1117,2026-09-16 14:35:34.875349,5,46.6,233.0
INV10629,CUST1027,2026-09-01 14:35:34.875351,1,148.17,148.17
INV10630,CUST1120,2026-07-06 14:35:34.875353,5,68.91,344.54999999999995
INV10631,CUST1106,2026-05-06 14:35:34.875355,2,48.94,97.88
INV10632,CUST1164,2026-08-06 14:35:34.875356,7,21.45,150.15
INV10633,CUST1174,2026-08-04 14:35:34.875358,3,53.22,159.66
INV10634,CUST1164,2026-09-12 14:35:34.875360,4,36.09,144.36
INV10635,CUST1048,2026-08-14 14:35:34.875362,3,63.97,191.91
INV10636,CUST1119,2026-08-04 14:35:34.875364,3,16.89,50.67
INV10637,CUST1043,2026-09-02 14:35:34.875365,4,29.43,117.72
INV10638,CUST1055,2026-08-31 14:35:34.875367,5,5.3,26.5
INV10639,CUST1155,2026-08-21 14:35:34.875369,1,82.8,82.8
INV10640,CUST1110,2026-09-17 14:35:34.875371,4,27.58,110.32
INV10641,CUST1133,2026-08-26 14:35:34.875372,8,21.05,168.4
INV10642,CUST1107,2026-09-04 14:35:34.875374,7,65.85,460.94999999999993
INV10643,CUST1188,2026-08-26 14:35:34.875376,9,16.41,147.69
INV10644,CUST1147,2026-09-11 14:35:34.875378,5,42.83,214.14999999999998
INV10645,CUST1113,2026-05-09 14:35:34.875379,4,28.97,115.88
INV10646,CUST1077,2026-07-26 14:35:34.875381,8,20.1,160.8
INV10647,CUST1129,2026-07-12 14:35:34.875383,9,2.34,21.06
INV10648,CUST1036,2026-06-17 14:35:34.875385,7,7.72,54.04
INV10649,CUST1019,2026-08-08 14:35:34.875386,7,11.05,77.35000000000001
INV10650,CUST1025,2026-09-13 14:35:34.875388,5,21.19,105.95
INV10651,CUST1028,2026-08-03 14:35:34.875390,4,4.25,17.0
INV10652,CUST1000,2026-07-27 14:35:34.875392,1,32.63,32.63
INV10653,CUST1118,2026-06-28 14:35:34.875394,7,8.37,58.589999999999996
INV10654,CUST1034,2026-08-16 14:35:34.875395,1,543.85,543.85
INV10655,CUST1197,2026-09-10 14:35:34.875397,1,70.37,70.37
INV10656,CUST1058,2026-08-29 14:35:34.875399,5,21.74,108.69999999999999
INV10657,CUST1068,2026-08-22 14:35:34.875401,9,4.75,42.75
INV10658,CUST1160,2026-07-18 14:35:34.875402,6,25.26,151.56
INV10659,CUST1178,2026-07-30 14:35:34.875404,3,19.81,59.42999999999999
INV10660,CUST1011,2026-08-23 14:35:34.875407,3,14.93,44.79
INV10661,CUST1019,2026-01-03 14:35:34.875409,7,17.0,119.0
INV10662,CUST1180,2026-07-25 14:35:34.875412,6,1.8,10.8
INV10663,CUST1042,2026-09-02 14:35:34.875413,9,1.24,11.16
INV10664,CUST1125,2026-09-12 14:35:34.875415,6,7.85,47.099999999999994
INV10665,CUST1049,2026-09-09 14:35:34.875417,5,3.12,15.600000000000001
INV10666,CUST1028,2026-09-02 14:35:34.875419,7,3.88,27.16
INV10667,CUST1184,2026-09-08 14:35:34.875421,1,72.07,72.07
INV10668,CUST1038,2026-09-06 14:35:34.875422,7,36.2,253.40000000000003
INV10669,CUST1183,2026-08-29 14:35:34.875424,3,45.77,137.31
INV10670,CUST1170,2026-09-07 14:35:34.875426,9,13.09,117.81
INV10671,CUST1177,2026-05-05 14:35:34.875427,6,10.35,62.099999999999994
INV10672,CUST1150,2026-09-13 14:35:34.875429,9,45.85,412.65000000000003
INV10673,CUST1171,2026-08-05 14:35:34.875432,5,17.18,85.9
INV10674,CUST1037,2026-08-18 14:35:34.875434,7,3.38,23.66
INV10675,CUST1083,2026-01-19 14:35:34.875436,4,38.5,154.0
INV10676,CUST1150,2026-09-11 14:35:34.875438,7,4.02,28.139999999999997
INV10677,CUST1127,2026-08-19 14:35:34.875439,1,73.52,73.52
INV10678,CUST1125,2026-02-21 14:35:34.875441,7,16.6,116.20000000000002
INV10679,CUST1044,2026-05-21 14:35:34.875443,8,40.12,320.96
INV10680,CUST1051,2026-06-09 14:35:34.875445,5,22.41,112.05
INV10681,CUST1079,2026-09-01 14:35:34.875447,2,95.86,191.72
INV10682,CUST1177,2026-09-07 14:35:34.875448,5,150.08,750.4000000000001
INV10683,CUST1123,2026-07-14 14:35:34.875450,6,5.19,31.14
INV10684,CUST1118,2026-04-12 14:35:34.875452,2,29.09,58.18
INV10685,CUST1007,2026-08-01 14:35:34.875454,6,14.21,85.26
INV10686,CUST1084,2026-07-30 14:35:34.875455,6,15.36,92.16
INV10687,CUST1128,2026-08-30 14:35:34.875457,1,89.4,89.4
INV10688,CUST1007,2026-06-22 14:35:34.875459,1,367.26,367.26
INV10689,CUST1156,2026-09-06 14:35:34.875461,3,65.93,197.79000000000002
INV10690,CUST1095,2026-08-26 14:35:34.875462,3,50.15,150.45
INV10691,CUST1101,2026-08-16 14:35:34.875464,4,16.38,65.52
INV10692,CUST1004,2026-08-07 14:35:34.875466,2,135.21,270.42
INV10693,CUST1085,2026-09-02 14:35:34.875468,9,52.82,475.38
INV10694,CUST1174,2026-09-11 14:35:34.875469,7,38.32,268.24
INV10695,CUST1033,2026-07-24 14:35:34.875471,7,1.46,10.219999999999999
INV10696,CUST1192,2026-08-29 14:35:34.875473,6,26.96,161.76
INV10697,CUST1054,2026-07-28 14:35:34.875475,3,5.96,17.88
INV10698,CUST1118,2026-09-08 14:35:34.875476,6,9.11,54.66
INV10699,CUST1170,2026-08-10 14:35:34.875478,8,2.4,19.2
INV10700,CUST1157,2026-08-04 14:35:34.875480,8,18.61,148.88
INV10701,CUST1113,2026-09-15 14:35:34.875482,9,20.45,184.04999999999998
INV10702,CUST1144,2026-08-25 14:35:34.875484,1,28.24,28.24
INV10703,CUST1025,2026-09-10 14:35:34.875485,1,82.64,82.64
INV10704,CUST1135,2026-09-15 14:35:34.875487,3,33.8,101.39999999999999
INV10705,CUST1046,2025-12-16 14:35:34.875489,3,26.36,79.08
INV10706,CUST1112,2026-08-26 14:35:34.875491,8,3.67,29.36
INV10707,CUST1075,2026-06-11 14:35:34.875494,1,91.44,91.44
INV10708,CUST1071,2026-09-01 14:35:34.875497,2,109.33,218.66
INV10709,CUST1088,2026-07-12 14:35:34.875500,2,10.52,21.04
INV10710,CUST1045,2026-06-25 14:35:34.875503,3,7.51,22.53
INV10711,CUST1195,2026-07-26 14:35:34.875506,6,12.62,75.72
INV10712,CUST1032,2026-08-11 14:35:34.875509,1,436.39,436.39
INV10713,CUST1000,2026-08-18 14:35:34.875512,2,87.83,175.66
INV10714,CUST1146,2026-08-24 14:35:34.875515,1,180.29,180.29
INV10715,CUST1030,2026-04-12 14:35:34.875558,5,15.48,77.4
INV10716,CUST1141,2026-06-04 14:35:34.875564,7,20.73,145.11
INV10717,CUST1052,2026-03-01 14:35:34.875567,8,1.44,11.52
INV10718,CUST1047,2026-09-11 14:35:34.875571,1,161.63,161.63
INV10719,CUST1068,2026-07-02 14:35:34.875575,7,53.82,376.74
INV10720,CUST1104,2026-04-04 14:35:34.875578,5,30.45,152.25
INV10721,CUST1089,2026-09-07 14:35:34.875582,1,320.36,320.36
INV10722,CUST1189,2026-09-14 14:35:34.875586,3,67.7,203.10000000000002
INV10723,CUST1193,2026-06-29 14:35:34.875589,7,4.18,29.259999999999998
INV10724,CUST1191,2026-07-29 14:35:34.875593,1,359.11,359.11
INV10725,CUST1197,2026-05-31 14:35:34.875596,7,2.9,20.3
INV10726,CUST1062,2026-09-09 14:35:34.875600,5,24.9,124.5
INV10727,CUST1072,2026-06-15 14:35:34.875608,1,33.0,33.0
INV10728,CUST1160,2026-09-05 14:35:34.875611,1,11.77,11.77
INV10729,CUST1168,2026-09-08 14:35:34.875614,1,92.24,92.24
INV10730,CUST1088,2026-09-08 14:35:34.875617,9,6.94,62.46
INV10731,CUST1175,2026-06-09 14:35:34.875620,3,36.61,109.83
INV10732,CUST1012,2026-07-15 14:35:34.875624,5,27.83,139.14999999999998
INV10733,CUST1072,2026-08-05 14:35:34.875627,9,1.86,16.740000000000002
INV10734,CUST1076,2026-08-23 14:35:34.875630,6,4.95,29.700000000000003
INV10735,CUST1158,2026-05-16 14:35:34.875633,9,14.74,132.66
INV10736,CUST1067,2026-08-20 14:35:34.875637,8,9.13,73.04
INV10737,CUST1097,2026-06-09 14:35:34.875640,8,25.74,205.92
INV10738,CUST1124,2026-08-15 14:35:34.875643,1,168.46,168.46
